r[cm]	λ[cm]	Q_ext	Q_sca	g
1e-08	0.0026806806806806806	1.7381287980008216e-05	3.4544544828178292e-19	1.4762082341371078e-10
1e-08	0.0026835835835835836	1.733278699906613e-05	3.4427135057753345e-19	1.4745858025602345e-10
1e-08	0.0026864864864864866	1.728444829425883e-05	3.431025384954799e-19	1.4729683024556843e-10
1e-08	0.0026893893893893896	1.7236271225606663e-05	3.4193898119958342e-19	1.4713557131820204e-10
1e-08	0.002692292292292292	1.7188255156081423e-05	3.407806480794694e-19	1.4697480142071438e-10
1e-08	0.002695195195195195	1.7140539643323627e-05	3.3961293425866226e-19	1.468113040472034e-10
1e-08	0.002698098098098098	1.7093939223890675e-05	3.3835101634975284e-19	1.466262625661481e-10
1e-08	0.002701001001001001	1.704748598875572e-05	3.3709538523961674e-19	1.464417591004769e-10
1e-08	0.002703903903903904	1.700117938160441e-05	3.3584600123901352e-19	1.462577914652952e-10
1e-08	0.0027068068068068067	1.69550188486638e-05	3.346028249609535e-19	1.460743574870182e-10
1e-08	0.0027097097097097097	1.6909003838688333e-05	3.3336581731802116e-19	1.4589145500330099e-10
1e-08	0.0027126126126126126	1.6863133802946026e-05	3.321349395197287e-19	1.4570908186296733e-10
1e-08	0.0027155155155155156	1.681740819520459e-05	3.309101530698933e-19	1.455272359259403e-10
1e-08	0.0027184184184184186	1.6771826471717838e-05	3.2969141976404273e-19	1.4534591506317237e-10
1e-08	0.002721321321321321	1.6726388091211967e-05	3.28478701686845e-19	1.45165117156577e-10
1e-08	0.002724224224224224	1.668109251487211e-05	3.2727196120956436e-19	1.449848400989599e-10
1e-08	0.002727127127127127	1.6635939206328882e-05	3.2607116098754453e-19	1.4480508179395125e-10
1e-08	0.00273003003003003	1.6590927631644993e-05	3.2487626395771177e-19	1.4462584015593838e-10
1e-08	0.002732932932932933	1.6546057259302057e-05	3.2368723333611073e-19	1.4444711310999898e-10
1e-08	0.0027358358358358357	1.6501327560187362e-05	3.225040326154573e-19	1.4426889859183416e-10
1e-08	0.0027387387387387387	1.6456738007580774e-05	3.2132662556271867e-19	1.4409119454770308e-10
1e-08	0.0027416416416416417	1.641228807714176e-05	3.20154976216719e-19	1.4391399893435744e-10
1e-08	0.0027445445445445447	1.6367977246896504e-05	3.1898904888576665e-19	1.4373730971897609e-10
1e-08	0.0027474474474474477	1.6323804997224925e-05	3.178288081453047e-19	1.4356112487910095e-10
1e-08	0.0027503503503503502	1.6279770810848083e-05	3.166742188355857e-19	1.4338544240257286e-10
1e-08	0.002753253253253253	1.6235874172815396e-05	3.155252460593697e-19	1.4321026028746797e-10
1e-08	0.002756156156156156	1.619211457049208e-05	3.1438185517964406e-19	1.4303557654203448e-10
1e-08	0.002759059059059059	1.6148491493546656e-05	3.132440118173648e-19	1.4286138918463041e-10
1e-08	0.002761961961961962	1.610500443393847e-05	3.1211168184922273e-19	1.426876962436612e-10
1e-08	0.0027648648648648647	1.6061652885905377e-05	3.1098483140543e-19	1.425144957575175e-10
1e-08	0.0027677677677677677	1.601843634595143e-05	3.0986342686752686e-19	1.4234178577451468e-10
1e-08	0.0027706706706706707	1.5975354312834743e-05	3.0874743486621347e-19	1.4216956435283135e-10
1e-08	0.0027735735735735737	1.5932406287555285e-05	3.0763682227920034e-19	1.419978295604492e-10
1e-08	0.0027764764764764767	1.588959177334291e-05	3.0653155622907895e-19	1.4182657947509295e-10
1e-08	0.0027793793793793793	1.584691027564535e-05	3.054316040812169e-19	1.4165581218417075e-10
1e-08	0.0027822822822822823	1.5804361302116328e-05	3.043369334416691e-19	1.4148552578471524e-10
1e-08	0.0027851851851851852	1.5761944362603793e-05	3.032475121551132e-19	1.4131571838332452e-10
1e-08	0.0027880880880880882	1.5719658969138096e-05	3.0216330830280307e-19	1.4114638809610415e-10
1e-08	0.0027909909909909912	1.567750463592039e-05	3.010842902005413e-19	1.4097753304860889e-10
1e-08	0.002793893893893894	1.5635480879311027e-05	3.0001042639667414e-19	1.4080915137578607e-10
1e-08	0.0027967967967967968	1.5593587217817985e-05	2.989416856701031e-19	1.4064124122191734e-10
1e-08	0.0027996996996996998	1.5551823172085516e-05	2.9787803702831783e-19	1.4047380074056315e-10
1e-08	0.0028026026026026028	1.551018826488269e-05	2.9681944970544763e-19	1.4030682809450573e-10
1e-08	0.0028055055055055057	1.5468682021092127e-05	2.957658931603298e-19	1.4014032145569358e-10
1e-08	0.0028084084084084083	1.5427303967698773e-05	2.947173370746003e-19	1.3997427900518625e-10
1e-08	0.0028113113113113113	1.5386053633778728e-05	2.9367375135079924e-19	1.398086989330989e-10
1e-08	0.0028142142142142143	1.5344930550488134e-05	2.926351061104969e-19	1.3964357943854743e-10
1e-08	0.0028171171171171173	1.5303934251052225e-05	2.916013716924373e-19	1.3947891872959522e-10
1e-08	0.0028200200200200203	1.5263064270754266e-05	2.9057251865069837e-19	1.3931471502319797e-10
1e-08	0.002822922922922923	1.5222320146924795e-05	2.8954851775287237e-19	1.3915096654515117e-10
1e-08	0.002825825825825826	1.5181701418930702e-05	2.885293399782606e-19	1.3898767153003625e-10
1e-08	0.002828728728728729	1.5141207628164502e-05	2.8751495651608766e-19	1.388248282211687e-10
1e-08	0.002831631631631632	1.5100838318033755e-05	2.865053387637329e-19	1.3866243487054477e-10
1e-08	0.002834534534534535	1.5060593033950275e-05	2.8550045832497665e-19	1.3850048973878988e-10
1e-08	0.0028374374374374373	1.502047132331975e-05	2.8450028700826607e-19	1.3833899109510708e-10
1e-08	0.0028403403403403403	1.4980472735531156e-05	2.8350479682499435e-19	1.381779372172255e-10
1e-08	0.0028432432432432433	1.4940596821946389e-05	2.8251395998779963e-19	1.3801732639134972e-10
1e-08	0.0028461461461461463	1.4900843135889872e-05	2.8152774890887767e-19	1.3785715691210858e-10
1e-08	0.0028490490490490493	1.4861211232638325e-05	2.8054613619831127e-19	1.3769742708250612e-10
1e-08	0.002851951951951952	1.482170066941049e-05	2.795690946624165e-19	1.3753813521387038e-10
1e-08	0.002854854854854855	1.4782311005356973e-05	2.7859659730210293e-19	1.3737927962580491e-10
1e-08	0.002857757757757758	1.4743041801550181e-05	2.776286173112504e-19	1.3722085864613896e-10
1e-08	0.002860660660660661	1.470389262097425e-05	2.766651280751017e-19	1.3706287061087904e-10
1e-08	0.002863563563563564	1.4664863028515094e-05	2.7570610316866926e-19	1.3690531386416037e-10
1e-08	0.0028664664664664664	1.4626224197736614e-05	2.747400160552611e-19	1.367444520112764e-10
1e-08	0.0028693693693693694	1.4588336460538099e-05	2.7375158457371344e-19	1.3657527466915852e-10
1e-08	0.0028722722722722724	1.4550559453570397e-05	2.727678883438533e-19	1.3640655406705443e-10
1e-08	0.0028751751751751754	1.4512892789600408e-05	2.7178889894258696e-19	1.362382884745759e-10
1e-08	0.0028780780780780784	1.44753360830447e-05	2.7081458815064545e-19	1.360704761697133e-10
1e-08	0.002880980980980981	1.4437888949961038e-05	2.698449279508986e-19	1.3590311543878459e-10
1e-08	0.002883883883883884	1.4400551008039798e-05	2.688798905266787e-19	1.357362045763882e-10
1e-08	0.002886786786786787	1.4363321876595714e-05	2.6791944826012754e-19	1.3556974188535294e-10
1e-08	0.00288968968968969	1.4326201176559416e-05	2.669635737305516e-19	1.3540372567669112e-10
1e-08	0.002892592592592593	1.428918853046916e-05	2.6601223971279866e-19	1.3523815426954923e-10
1e-08	0.0028954954954954954	1.4252283562462582e-05	2.65065419175644e-19	1.3507302599116202e-10
1e-08	0.0028983983983983984	1.4215485898268448e-05	2.6412308528019623e-19	1.3490833917680368e-10
1e-08	0.0029013013013013014	1.417879516519856e-05	2.63185211378315e-19	1.3474409216974243e-10
1e-08	0.0029042042042042044	1.4142210992139583e-05	2.6225177101104554e-19	1.3458028332119217e-10
1e-08	0.0029071071071071074	1.410573300954507e-05	2.613227379070656e-19	1.3441691099026814e-10
1e-08	0.00291001001001001	1.4069360849427384e-05	2.603980859811476e-19	1.342539735439394e-10
1e-08	0.002912912912912913	1.4033094145349744e-05	2.594777893326365e-19	1.3409146935698397e-10
1e-08	0.002915815815815816	1.3996932532418365e-05	2.5856182224393843e-19	1.339293968119437e-10
1e-08	0.002918718718718719	1.3960875647274564e-05	2.576501591790277e-19	1.337677542990785e-10
1e-08	0.002921621621621622	1.3924923128086908e-05	2.5674277478196305e-19	1.3360654021632206e-10
1e-08	0.0029245245245245245	1.388907461454354e-05	2.55839643875421e-19	1.3344575296923768e-10
1e-08	0.0029274274274274275	1.3853329747844343e-05	2.5494074145924004e-19	1.3328539097097368e-10
1e-08	0.0029303303303303305	1.3817688170693365e-05	2.540460427089809e-19	1.3312545264221984e-10
1e-08	0.0029332332332332334	1.3782149527291104e-05	2.5315552297449866e-19	1.329659364111638e-10
1e-08	0.0029361361361361364	1.374671346332702e-05	2.5226915777852623e-19	1.328068407134482e-10
1e-08	0.002939039039039039	1.3711379625971932e-05	2.5138692281527547e-19	1.3264816399212708e-10
1e-08	0.002941941941941942	1.3676147663870502e-05	2.5050879394904504e-19	1.3248990469762386e-10
1e-08	0.002944844844844845	1.3641017227133869e-05	2.496347472128462e-19	1.3233206128768865e-10
1e-08	0.002947747747747748	1.36059879673322e-05	2.487647588070394e-19	1.321746322273565e-10
1e-08	0.0029506506506506505	1.3571059537487341e-05	2.478988050979814e-19	1.3201761598890525e-10
1e-08	0.0029535535535535535	1.353623159206548e-05	2.470368626166876e-19	1.3186101105181415e-10
1e-08	0.0029564564564564565	1.3501503786969903e-05	2.4617890805750536e-19	1.3170481590272292e-10
1e-08	0.0029593593593593595	1.3466875779533791e-05	2.453249182767987e-19	1.315490290353907e-10
1e-08	0.0029622622622622625	1.3432347228512966e-05	2.444748702916462e-19	1.31393648950655e-10
1e-08	0.002965165165165165	1.3397917794078818e-05	2.4362874127855035e-19	1.3123867415639163e-10
1e-08	0.002968068068068068	1.3363587137811171e-05	2.4278650857215733e-19	1.3108410316747484e-10
1e-08	0.002970970970970971	1.3329354922691239e-05	2.4194814966399075e-19	1.3092993450573686e-10
1e-08	0.002973873873873874	1.3295220813094594e-05	2.411136422011951e-19	1.3077616669992891e-10
1e-08	0.002976776776776777	1.3261184474784255e-05	2.402829639852913e-19	1.3062279828568152e-10
1e-08	0.0029796796796796796	1.322724557490367e-05	2.394560929709425e-19	1.3046982780546542e-10
1e-08	0.0029825825825825826	1.3193403781969864e-05	2.386330072647324e-19	1.3031725380855305e-10
1e-08	0.0029854854854854855	1.3159658765866612e-05	2.3781368512395433e-19	1.3016507485097996e-10
1e-08	0.0029883883883883885	1.3126010197837616e-05	2.3699810495541044e-19	1.3001328949550626e-10
1e-08	0.0029912912912912915	1.3092457750479717e-05	2.3618624531422194e-19	1.2986189631157866e-10
1e-08	0.002994194194194194	1.3059001097736199e-05	2.353780849026504e-19	1.2971089387529306e-10
1e-08	0.002997097097097097	1.3025639914890069e-05	2.345736025689299e-19	1.2956028076935668e-10
1e-08	0.003	1.2992373878557422e-05	2.3377277730610884e-19	1.2941005558305083e-10
2e-08	0.0001	2.829595938918044e-06	1.372070350066085e-12	3.762024443960444e-07
2e-08	0.00010290290290290291	2.7613715248768942e-06	1.2219320880527055e-12	3.551193979918977e-07
2e-08	0.00010580580580580581	2.6969054379001128e-06	1.091691399844639e-12	3.3575206938407715e-07
2e-08	0.00010870870870870872	2.635896605337188e-06	9.782727572544107e-13	3.1791943790151157e-07
2e-08	0.00011161161161161162	2.5780752773161634e-06	8.791405731796727e-13	3.014637308336818e-07
2e-08	0.00011451451451451453	2.523199056568278e-06	7.921936123667491e-13	2.862469313455483e-07
2e-08	0.00011741741741741742	2.4710495171909793e-06	7.156820633993458e-13	2.7214788330983127e-07
2e-08	0.00012032032032032033	2.4214293128839287e-06	6.481419963978079e-13	2.5905987924096846e-07
2e-08	0.00012322322322322324	2.3741596939388715e-06	5.883432506394812e-13	2.4688864135859114e-07
2e-08	0.00012612612612612612	2.329078367127214e-06	5.352477639947261e-13	2.3555062422850937e-07
2e-08	0.00012902902902902903	2.2860376444824352e-06	4.879760712122705e-13	2.2497158175265214e-07
2e-08	0.00013193193193193194	2.2449028364806417e-06	4.4578023054557137e-13	2.150853524865622e-07
2e-08	0.00013483483483483485	2.205550852786464e-06	4.0802183747672455e-13	2.058328260837135e-07
2e-08	0.00013773773773773773	2.167868979941895e-06	3.741540857147287e-13	1.9716106064747588e-07
2e-08	0.00014064064064064064	2.1317538104322286e-06	3.4370706467026023e-13	1.8902252632710667e-07
2e-08	0.00014354354354354355	2.097110301699553e-06	3.1627565770202874e-13	1.8137445493768988e-07
2e-08	0.00014644644644644646	2.0638509470725046e-06	2.9150954008065273e-13	1.74178278955482e-07
2e-08	0.00014934934934934937	2.0318950433848925e-06	2.691048797507419e-13	1.6739914612425553e-07
2e-08	0.00015225225225225225	2.001168042378473e-06	2.4879742494188944e-13	1.6100549824774288e-07
2e-08	0.00015515515515515516	1.9716009749166847e-06	2.303567259639524e-13	1.549687046491927e-07
2e-08	0.00015805805805805807	1.943129938648531e-06	2.1358128823015907e-13	1.4926274233813669e-07
2e-08	0.00016096096096096096	1.9156956411122957e-06	1.9829449278223135e-13	1.4386391620492576e-07
2e-08	0.0001638638638638639	1.8892429914040968e-06	1.8434115169549524e-13	1.3875061361921112e-07
2e-08	0.00016676676676676677	1.8637207344936602e-06	1.715845905111633e-13	1.3390308868202146e-07
2e-08	0.00016966966966966968	1.8390811230796274e-06	1.599041696515901e-13	1.2930327210638348e-07
2e-08	0.0001725725725725726	1.8152796225641498e-06	1.491931726805922e-13	1.2493460330575432e-07
2e-08	0.00017547547547547548	1.7922746453114235e-06	1.3935700209403264e-13	1.207818817746973e-07
2e-08	0.00017837837837837839	1.7700273108542386e-06	1.303116337027691e-13	1.1683113526985469e-07
2e-08	0.0001812812812812813	1.748501229139903e-06	1.2198228909823861e-13	1.1306950265559217e-07
2e-08	0.00018418418418418418	1.727662304273707e-06	1.1430229256062016e-13	1.0948512957929431e-07
2e-08	0.00018708708708708711	1.7074785565335652e-06	1.0721208438809212e-13	1.0606707539560119e-07
2e-08	0.00018998998998999	1.687919960701637e-06	1.0065836723622202e-13	1.0280522997463369e-07
2e-08	0.0001928928928928929	1.668958298994014e-06	9.459336585200668e-14	9.969023921277294e-08
2e-08	0.00019579579579579582	1.650567027073412e-06	8.89741837212839e-14	9.671343822107543e-08
2e-08	0.0001986986986986987	1.6327211518069154e-06	8.37622427441558e-14	9.386679130021132e-08
2e-08	0.00020160160160160163	1.6204744470358809e-06	7.894453711033806e-14	9.115022937178099e-08
2e-08	0.00020450450450450452	1.6126548681748996e-06	7.44822425884703e-14	8.855483782772118e-08
2e-08	0.00020740740740740743	1.6050680716464039e-06	7.032877393259781e-14	8.606802880830677e-08
2e-08	0.00021031031031031034	1.5977044262017314e-06	6.645891645071863e-14	8.368383868698479e-08
2e-08	0.00021321321321321322	1.5905548251096442e-06	6.284982061227024e-14	8.139670744079757e-08
2e-08	0.00021611611611611613	1.5836106509291573e-06	5.948075214436295e-14	7.920144632131035e-08
2e-08	0.00021901901901901904	1.5768637430838e-06	5.633287142341861e-14	7.709320850633216e-08
2e-08	0.00022192192192192192	1.5703063679808277e-06	5.338903839757604e-14	7.506746242245602e-08
2e-08	0.00022482482482482486	1.5639311914453283e-06	5.063363980041697e-14	7.311996746424266e-08
2e-08	0.00022772772772772774	1.557731253262682e-06	4.805243586285259e-14	7.124675186712887e-08
2e-08	0.00023063063063063062	1.5516999436436072e-06	4.5632424110076744e-14	6.944409251849388e-08
2e-08	0.00023353353353353356	1.5458309814445025e-06	4.33617181548469e-14	6.770849651528822e-08
2e-08	0.00023643643643643644	1.5401183939922195e-06	4.122943967573881e-14	6.603668429767408e-08
2e-08	0.00023933933933933938	1.5345564983770644e-06	3.9225622006709293e-14	6.442557420663405e-08
2e-08	0.00024224224224224226	1.5291398840908398e-06	3.734112396838024e-14	6.287226832981167e-08
2e-08	0.00024514514514514514	1.523863396898458e-06	3.5567552747008444e-14	6.137403951422571e-08
2e-08	0.0002480480480480481	1.5187221238420637e-06	3.3897194778400325e-14	5.992831943721531e-08
2e-08	0.00025095095095095096	1.5137113792859544e-06	3.232295372465833e-14	5.8532687638218496e-08
2e-08	0.0002538538538538539	1.5088266919189886e-06	3.083829474462817e-14	5.7184861423955234e-08
2e-08	0.0002567567567567568	1.5040637926387144e-06	2.9437194356806955e-14	5.588268656843683e-08
2e-08	0.00025965965965965966	1.499418603248201e-06	2.811409527842926e-14	5.462412873708454e-08
2e-08	0.0002625625625625626	1.494887225902685e-06	2.6863865698304656e-14	5.3407265571242684e-08
2e-08	0.0002654654654654655	1.490465933248635e-06	2.5681762505287257e-14	5.223027937560715e-08
2e-08	0.00026836836836836836	1.4861511592028039e-06	2.456339805033956e-14	5.1091450356658444e-08
2e-08	0.0002712712712712713	1.4819394903233286e-06	2.3504710069137987e-14	4.998915036516264e-08
2e-08	0.0002741741741741742	1.4778276577289988e-06	2.250193443501524e-14	4.892183710025323e-08
2e-08	0.0002770770770770771	1.4738125295264951e-06	2.1551580449573054e-14	4.788804873659299e-08
2e-08	0.00027997997997998	1.469891103708724e-06	2.0650408411230017e-14	4.688639893969147e-08
2e-08	0.0002828828828828829	1.4660605014904069e-06	1.9795409230900548e-14	4.5915572237661796e-08
2e-08	0.0002857857857857858	1.4623179610498508e-06	1.8983785889454465e-14	4.4974319720587514e-08
2e-08	0.0002886886886886887	1.4586608316482828e-06	1.821293655402796e-14	4.406145504126623e-08
2e-08	0.00029159159159159164	1.4550865681004594e-06	1.748043919003581e-14	4.3175850693436526e-08
2e-08	0.0002944944944944945	1.4515927255723054e-06	1.6784037523204316e-14	4.231643454570454e-08
2e-08	0.0002973973973973974	1.4481769546832238e-06	1.6121628221392632e-14	4.148218661129149e-08
2e-08	0.00030030030030030034	1.4461444101925896e-06	1.5491249391821748e-14	4.0672135979870354e-08
2e-08	0.0003032032032032032	1.4553894877492076e-06	1.4891071007321733e-14	3.988535769584229e-08
2e-08	0.0003061061061061061	1.464480642558947e-06	1.431938029061207e-14	3.9120971405160374e-08
2e-08	0.00030900900900900904	1.473422224868718e-06	1.3774578063531341e-14	3.837813750940894e-08
2e-08	0.0003119119119119119	1.4822184229717425e-06	1.3255168613330969e-14	3.7656055356881435e-08
2e-08	0.00031481481481481486	1.4908732706743786e-06	1.2759752125723487e-14	3.695396109563097e-08
2e-08	0.00031771771771771774	1.499390654353607e-06	1.2287017734154176e-14	3.6271125663300904e-08
2e-08	0.0003206206206206206	1.507774319631134e-06	1.1835737130081764e-14	3.560685290386802e-08
2e-08	0.00032352352352352356	1.5160278776881732e-06	1.1404758684445902e-14	3.4960477802224123e-08
2e-08	0.00032642642642642645	1.5241548112432901e-06	1.0993002035319101e-14	3.433136482824625e-08
2e-08	0.00032932932932932933	1.532158480214092e-06	1.0599453101058816e-14	3.371890638266407e-08
2e-08	0.00033223223223223226	1.540042127082102e-06	1.0223159482144943e-14	3.3122521337636486e-08
2e-08	0.00033513513513513515	1.5478088819788065e-06	9.863226218358985e-15	3.254165366549962e-08
2e-08	0.0003380380380380381	1.555461767509656e-06	9.518811871079407e-15	3.197577114965124e-08
2e-08	0.00034094094094094097	1.5630037033316122e-06	9.189124903270131e-15	3.1424364171997836e-08
2e-08	0.00034384384384384385	1.5704375104988335e-06	8.873420332260174e-15	3.088694457181239e-08
2e-08	0.0003467467467467468	1.5777659155900555e-06	8.570996632683983e-15	3.036304457123741e-08
2e-08	0.00034964964964964967	1.5849915546303877e-06	8.281192868998371e-15	2.985221576302266e-08
2e-08	0.00035255255255255255	1.592116976819343e-06	8.00338603883876e-15	2.935402815641262e-08
2e-08	0.0003554554554554555	1.5991446480762076e-06	7.736988610145084e-15	2.8868069277397744e-08
2e-08	0.00035835835835835837	1.6060769544130798e-06	7.481446236494368e-15	2.839394331981934e-08
2e-08	0.00036126126126126125	1.6129162051452963e-06	7.236235636440445e-15	2.7931270344069207e-08
2e-08	0.0003641641641641642	1.619664635948301e-06	7.000862623894828e-15	2.747968552036028e-08
2e-08	0.00036706706706706707	1.6263244117694667e-06	6.774860277700902e-15	2.703883841375696e-08
2e-08	0.00036996996996997	1.6328976296028412e-06	6.55778723956725e-15	2.660839230835307e-08
2e-08	0.0003728728728728729	1.6393863211342653e-06	6.349226130445659e-15	2.6188023568167205e-08
2e-08	0.00037577577577577577	1.6457924552639042e-06	6.148782076274596e-15	2.5777421032493562e-08
2e-08	0.0003786786786786787	1.6521179405127477e-06	5.9560813347683984e-15	2.5376285443601964e-08
2e-08	0.0003815815815815816	1.6583646273192603e-06	5.7707700156226626e-15	2.49843289048248e-08
2e-08	0.00038448448448448453	1.664534310231999e-06	5.592512887134757e-15	2.4601274367200966e-08
2e-08	0.0003873873873873874	1.6706287300036424e-06	5.420992262811098e-15	2.4226855142970373e-08
2e-08	0.0003902902902902903	1.676649575591577e-06	5.255906962054214e-15	2.386081444432615e-08
2e-08	0.00039319319319319323	1.6825984860698527e-06	5.096971339498988e-15	2.3502904945937445e-08
2e-08	0.0003960960960960961	1.6884770524570748e-06	4.943914378001615e-15	2.3152888369853078e-08
2e-08	0.000398998998998999	1.6942868194644936e-06	4.796478840681634e-15	2.2810535091487644e-08
2e-08	0.00040190190190190193	1.715555762020383e-06	4.649531987004051e-15	2.246915535308541e-08
2e-08	0.0004048048048048048	1.7447147939245303e-06	4.50550920515509e-15	2.213184317189621e-08
2e-08	0.00040770770770770775	1.7735535634183566e-06	4.3668163338871824e-15	2.1801839435221354e-08
2e-08	0.00041061061061061063	1.8020789933937191e-06	4.2332224972132464e-15	2.1478936383080986e-08
2e-08	0.0004135135135135135	1.8302978121318716e-06	4.10450829419459e-15	2.1162933560423955e-08
2e-08	0.00041641641641641645	1.8582165600837205e-06	3.9804651553876745e-15	2.0853637511595217e-08
2e-08	0.00041931931931931933	1.8858415963684427e-06	3.860894739464199e-15	2.0550861489594366e-08
2e-08	0.0004222222222222222	1.913179105004013e-06	3.745608367244187e-15	2.0254425179313173e-08
2e-08	0.00042512512512512515	1.9402351008824223e-06	3.634426490588696e-15	1.9964154433989476e-08
2e-08	0.00042802802802802803	1.9670154355017655e-06	3.5271781937886514e-15	1.9679881024162045e-08
2e-08	0.00043093093093093097	1.9935258024666066e-06	3.4237007252612008e-15	1.940144239845287e-08
2e-08	0.00043383383383383385	2.0197717427675113e-06	3.3238390575257186e-15	1.912868145554552e-08
2e-08	0.00043673673673673674	2.045758649850008e-06	3.2274454735794816e-15	1.8861446326764525e-08
2e-08	0.00043963963963963967	2.0714917744827076e-06	3.1343791779295446e-15	1.8599590168696805e-08
2e-08	0.00044254254254254255	2.096976229433817e-06	3.0445059306627072e-15	1.834297096532888e-08
2e-08	0.0004454454454454455	2.1222169939647653e-06	2.957697703051438e-15	1.8091451339204307e-08
2e-08	0.0004483483483483484	2.1472189181492567e-06	2.87383235330046e-15	1.7844898371134946e-08
2e-08	0.00045125125125125126	2.171986727025597e-06	2.792793321137162e-15	1.760318342802605e-08
2e-08	0.0004541541541541542	2.1965250245897422e-06	2.714469340040312e-15	1.7366181998401123e-08
2e-08	0.0004570570570570571	2.2208382976361826e-06	2.6387541659854693e-15	1.7133773535235593e-08
2e-08	0.00045995995995995996	2.2449309194533574e-06	2.5655463216634196e-15	1.6905841305730714e-08
2e-08	0.0004628628628628629	2.2688071533799898e-06	2.494748855199863e-15	1.668227224767997e-08
2e-08	0.0004657657657657658	2.2924711562284224e-06	2.426269112471195e-15	1.6462956832099537e-08
2e-08	0.0004686686686686687	2.31592698158071e-06	2.360018522172781e-15	1.6247788931812746e-08
2e-08	0.0004715715715715716	2.339178582962949e-06	2.2959123928533283e-15	1.6036665695695724e-08
2e-08	0.0004744744744744745	2.362229816903081e-06	2.233869721181823e-15	1.582948742830725e-08
2e-08	0.0004773773773773774	2.3850844458770853e-06	2.1738130107625212e-15	1.5626157474641282e-08
2e-08	0.0004802802802802803	2.4077461411483377e-06	2.1156681008590797e-15	1.5426582109754654e-08
2e-08	0.00048318318318318323	2.4302184855045827e-06	2.0593640044310637e-15	1.523067043303569e-08
2e-08	0.0004860860860860861	2.452504975896837e-06	2.0048327549253104e-15	1.5038334266892484e-08
2e-08	0.000488988988988989	2.4746090259842514e-06	1.9520092613010455e-15	1.4849488059650818e-08
2e-08	0.000491891891891892	2.496533968588876e-06	1.900831170801519e-15	1.4664048792463356e-08
2e-08	0.0004947947947947949	2.5182830580639767e-06	1.851238739016314e-15	1.4481935890041857e-08
2e-08	0.0004976976976976978	2.539859472579463e-06	1.803174706807828e-15	1.4303071135034224e-08
2e-08	0.0005006006006006006	2.571723371293319e-06	1.7565852019542156e-15	1.4127377879533136e-08
2e-08	0.0005035035035035035	2.6432258396150884e-06	1.7114204797403352e-15	1.3954780331945538e-08
2e-08	0.0005064064064064065	2.714106275636393e-06	1.667626155646485e-15	1.3785209548969458e-08
2e-08	0.0005093093093093094	2.784375567533732e-06	1.6251537996612e-15	1.3618595959069485e-08
2e-08	0.0005122122122122123	2.8540443560641827e-06	1.5839569418854308e-15	1.3454871969472267e-08
2e-08	0.0005151151151151152	2.9231230415300394e-06	1.5439909830647137e-15	1.329397189915801e-08
2e-08	0.000518018018018018	2.9916217905092383e-06	1.5052131096673777e-15	1.3135831914481299e-08
2e-08	0.000520920920920921	3.059550542360713e-06	1.467582213254419e-15	1.2980389967304058e-08
2e-08	0.0005238238238238239	3.1269190155133927e-06	1.4310588139022155e-15	1.2827585735529175e-08
2e-08	0.0005267267267267268	3.1937367135472317e-06	1.3956049874537108e-15	1.2677360565929219e-08
2e-08	0.0005296296296296297	3.2600129310741833e-06	1.3611842963872983e-15	1.2529657419169524e-08
2e-08	0.0005325325325325326	3.3257567594268177e-06	1.3277617241052901e-15	1.2384420816929926e-08
2e-08	0.0005354354354354354	3.390977092161827e-06	1.2953036124556718e-15	1.2241596791034325e-08
2e-08	0.0005383383383383384	3.4556826303854657e-06	1.2637776023119358e-15	1.2101132834501395e-08
2e-08	0.0005412412412412413	3.519881887907534e-06	1.2331525770461883e-15	1.1962977854433962e-08
2e-08	0.0005441441441441442	3.58358319623041e-06	1.2033986087403205e-15	1.1827082126668712e-08
2e-08	0.0005470470470470471	3.646794709379132e-06	1.174486906989237e-15	1.1693397252111547e-08
2e-08	0.00054994994994995	3.7095244085785174e-06	1.146389770158552e-15	1.156187611468722e-08
2e-08	0.000552852852852853	3.7717801067828885e-06	1.1190805389671633e-15	1.1432472840835708e-08
2e-08	0.0005557557557557558	3.8335694530637545e-06	1.0925335522725814e-15	1.1305142760490529e-08
2e-08	0.0005586586586586587	3.8948999368607375e-06	1.0667241049438914e-15	1.1179842369477415e-08
2e-08	0.0005615615615615616	3.955778892100537e-06	1.041628407713793e-15	1.1056529293274725e-08
2e-08	0.0005644644644644645	4.016213501188823e-06	1.0172235489073264e-15	1.0935162252079429e-08
2e-08	0.0005673673673673675	4.076210798879493e-06	9.934874579506567e-16	1.0815701027125375e-08
2e-08	0.0005702702702702704	4.135777676025754e-06	9.703988705687637e-16	1.069810642820272e-08
2e-08	0.0005731731731731732	4.194920883217164e-06	9.479372955859204e-16	1.0582340262329845e-08
2e-08	0.0005760760760760761	4.253647034306679e-06	9.260829832476827e-16	1.04683653035315e-08
2e-08	0.000578978978978979	4.311962609831548e-06	9.048168949876e-16	1.0356145263678501e-08
2e-08	0.000581881881881882	4.369873960331788e-06	8.841206745660616e-16	1.024564476434685e-08
2e-08	0.0005847847847847849	4.427387309569769e-06	8.639766205127264e-16	1.013682930965571e-08
2e-08	0.0005876876876876878	4.4845087576543595e-06	8.443676598076522e-16	1.002966526004545e-08
2e-08	0.0005905905905905906	4.541244284072883e-06	8.252773227398402e-16	9.92411980695899e-09
